src_ip,dest_ip,dest_port,dest_port_weight
149.254.197.108,149.254.197.182,3436,100
149.254.197.108,149.254.197.242,23313,100
149.254.197.108,149.254.197.199,56303,100
149.254.197.108,149.254.197.228,55407,100
149.254.197.108,149.254.197.174,16520,100
149.254.197.108,149.254.197.254,32421,100
149.254.197.108,149.254.197.111,3238,100
149.254.197.108,149.254.197.250,7303,100
149.254.197.108,149.254.197.98,19443,100
149.254.197.108,149.254.197.114,44778,100
149.254.197.108,149.254.197.211,56247,100
149.254.197.108,149.254.197.215,24038,100
149.254.197.108,149.254.197.137,49402,100
149.254.197.108,149.254.197.119,57913,100
149.254.197.108,149.254.197.202,53312,100
149.254.197.108,149.254.197.25,37698,100
149.254.197.108,149.254.197.20,5748,100
149.254.197.108,149.254.197.245,9058,100
149.254.197.108,149.254.197.123,17045,100
149.254.197.108,149.254.197.186,8753,100
149.254.197.108,149.254.197.233,3463,100
149.254.197.108,149.254.197.240,43075,100
149.254.197.108,149.254.197.169,48569,100
149.254.197.108,149.254.197.82,34827,100
149.254.197.108,149.254.197.82,33329,100
149.254.197.108,149.254.197.225,6774,100
149.254.197.108,149.254.197.5,61076,100
149.254.197.108,149.254.197.6,53725,100
149.254.197.108,149.254.197.167,10232,100
149.254.197.108,149.254.197.176,26927,100
149.254.197.108,149.254.197.9,52470,100
149.254.197.108,149.254.197.178,21660,100
149.254.197.108,149.254.197.152,16732,100
149.254.197.108,149.254.197.201,34054,100
149.254.197.108,149.254.197.77,15952,100
149.254.197.108,149.254.197.145,54161,100
149.254.197.108,149.254.197.122,2440,100
149.254.197.108,149.254.197.57,59035,100
149.254.197.108,149.254.197.205,7644,100
149.254.197.108,149.254.197.229,9751,100
149.254.197.108,149.254.197.195,36468,100
149.254.197.108,149.254.197.98,30993,100
149.254.197.108,149.254.197.77,9486,100
149.254.197.108,149.254.197.129,55116,100
149.254.197.108,149.254.197.150,28927,100
149.254.197.108,149.254.197.128,25485,100
149.254.197.108,149.254.197.88,34694,100
149.254.197.108,149.254.197.222,42189,100
149.254.197.108,149.254.197.35,61109,100
149.254.197.108,149.254.197.201,15494,100
149.254.197.108,149.254.197.100,33753,100
149.254.197.108,149.254.197.167,20193,100
149.254.197.108,149.254.197.3,50047,100
149.254.197.108,149.254.197.148,48158,100
149.254.197.108,149.254.197.21,1056,100
149.254.197.108,149.254.197.64,51928,100
149.254.197.108,149.254.197.87,10522,100
149.254.197.108,149.254.197.11,12788,100
149.254.197.108,149.254.197.85,59688,100
149.254.197.108,149.254.197.168,43810,100
149.254.197.108,149.254.197.3,45228,100
149.254.197.108,149.254.197.30,16551,100
149.254.197.108,149.254.197.196,17916,100
149.254.197.108,149.254.197.162,60692,100
149.254.197.108,149.254.197.191,65294,100
149.254.197.108,149.254.197.14,31657,100
149.254.197.108,149.254.197.78,9594,100
149.254.197.108,149.254.197.212,29865,100
149.254.197.108,149.254.197.47,7829,100
149.254.197.108,149.254.197.142,19903,100
149.254.197.108,149.254.197.134,29745,100
149.254.197.108,149.254.197.176,34679,100
149.254.197.108,149.254.197.18,54245,100
149.254.197.108,149.254.197.168,36276,100
149.254.197.108,149.254.197.176,47619,100
149.254.197.108,149.254.197.72,34387,100
149.254.197.108,149.254.197.238,48059,100
149.254.197.108,149.254.197.101,52051,100
149.254.197.108,149.254.197.249,47084,100
149.254.197.108,149.254.197.213,8036,100
149.254.197.108,149.254.197.201,27263,100
149.254.197.108,149.254.197.190,50401,100
149.254.197.108,149.254.197.58,28094,100
149.254.197.108,149.254.197.126,19000,100
149.254.197.108,149.254.197.148,52457,100
149.254.197.108,149.254.197.56,15843,100
149.254.197.108,149.254.197.171,51377,100
149.254.197.108,149.254.197.32,1977,100
149.254.197.108,149.254.197.103,60746,100
149.254.197.108,149.254.197.79,45763,100
149.254.197.108,149.254.197.20,21196,100
149.254.197.108,149.254.197.199,58101,100
149.254.197.108,149.254.197.162,18878,100
149.254.197.108,149.254.197.58,36700,100
149.254.197.108,149.254.197.99,28038,100
149.254.197.108,149.254.197.224,2065,100
149.254.197.108,149.254.197.221,21614,100
149.254.197.108,149.254.197.227,9988,100
149.254.197.108,149.254.197.210,27126,100
149.254.197.108,149.254.197.174,21388,100
149.254.197.108,149.254.197.255,55984,100
149.254.197.108,149.254.197.30,39294,100
149.254.197.108,149.254.197.221,3266,100
149.254.197.108,149.254.197.29,44345,100
149.254.197.108,149.254.197.24,28571,100
149.254.197.108,149.254.197.130,54167,100
149.254.197.108,149.254.197.215,40297,100
149.254.197.108,149.254.197.27,30464,100
149.254.197.108,149.254.197.13,50245,100
149.254.197.108,149.254.197.244,34006,100
149.254.197.108,149.254.197.84,33884,100
149.254.197.108,149.254.197.219,48720,100
149.254.197.108,149.254.197.9,36149,100
149.254.197.108,149.254.197.59,57647,100
149.254.197.108,149.254.197.187,4221,100
149.254.197.100,149.254.197.17,52966,100
149.254.197.100,149.254.197.47,42567,100
149.254.197.100,149.254.197.187,16359,100
149.254.197.100,149.254.197.73,31797,100
149.254.197.100,149.254.197.151,2105,100
149.254.197.100,149.254.197.198,41701,100
149.254.197.100,149.254.197.167,12585,100
149.254.197.100,149.254.197.166,34876,100
149.254.197.100,149.254.197.236,54907,100
149.254.197.100,149.254.197.196,40005,100
149.254.197.100,149.254.197.95,20582,100
149.254.197.100,149.254.197.98,16709,100
149.254.197.100,149.254.197.252,56309,100
149.254.197.100,149.254.197.157,18428,100
149.254.197.100,149.254.197.6,54485,100
149.254.197.100,149.254.197.252,40832,100
149.254.197.100,149.254.197.149,38004,100
149.254.197.100,149.254.197.6,3585,100
149.254.197.100,149.254.197.90,50918,100
149.254.197.100,149.254.197.125,32370,100
149.254.197.100,149.254.197.195,41332,100
149.254.197.100,149.254.197.9,28336,100
149.254.197.100,149.254.197.21,65192,100
149.254.197.100,149.254.197.76,28300,100
149.254.197.100,149.254.197.19,1362,100
149.254.197.100,149.254.197.232,25863,100
149.254.197.100,149.254.197.93,15838,100
149.254.197.100,149.254.197.188,29693,100
149.254.197.100,149.254.197.191,20299,100
149.254.197.100,149.254.197.68,55723,100
149.254.197.100,149.254.197.11,3664,100
149.254.197.100,149.254.197.30,49879,100
149.254.197.100,149.254.197.164,43846,100
149.254.197.100,149.254.197.151,64224,100
149.254.197.100,149.254.197.160,21318,100
149.254.197.100,149.254.197.65,26407,100
149.254.197.100,149.254.197.169,20762,100
149.254.197.100,149.254.197.160,14432,100
149.254.197.100,149.254.197.179,23423,100
149.254.197.100,149.254.197.52,42056,100
149.254.197.100,149.254.197.32,26316,100
149.254.197.100,149.254.197.21,8705,100
149.254.197.100,149.254.197.63,2144,100
149.254.197.100,149.254.197.248,55358,100
149.254.197.100,149.254.197.228,59740,100
149.254.197.100,149.254.197.0,39602,100
149.254.197.100,149.254.197.0,28198,100
149.254.197.100,149.254.197.85,42209,100
149.254.197.100,149.254.197.219,16186,100
149.254.197.100,149.254.197.70,61719,100
149.254.197.100,149.254.197.208,45705,100
149.254.197.100,149.254.197.96,22364,100
149.254.197.100,149.254.197.117,42354,100
149.254.197.100,149.254.197.116,11207,100
149.254.197.100,149.254.197.95,59932,100
149.254.197.100,149.254.197.184,63197,100
149.254.197.100,149.254.197.37,12340,100
149.254.197.100,149.254.197.187,63658,100
149.254.197.100,149.254.197.108,59825,100
149.254.197.100,149.254.197.128,42307,100
149.254.197.100,149.254.197.21,26021,100
149.254.197.100,149.254.197.45,20754,100
149.254.197.100,149.254.197.251,9811,100
149.254.197.100,149.254.197.58,57733,100
149.254.197.100,149.254.197.139,44394,100
149.254.197.100,149.254.197.10,4450,100
149.254.197.100,149.254.197.126,48294,100
149.254.197.100,149.254.197.119,6527,100
149.254.197.100,149.254.197.155,24333,100
149.254.197.100,149.254.197.111,50491,100
149.254.197.100,149.254.197.186,50768,100
149.254.197.100,149.254.197.182,58870,100
149.254.197.100,149.254.197.242,60108,100
149.254.197.100,149.254.197.199,25462,100
149.254.197.100,149.254.197.228,7691,100
149.254.197.100,149.254.197.174,24492,100
149.254.197.100,149.254.197.254,24842,100
149.254.197.100,149.254.197.111,40489,100
149.254.197.100,149.254.197.250,40884,100
149.254.197.100,149.254.197.98,15280,100
149.254.197.100,149.254.197.114,15643,100
149.254.197.100,149.254.197.211,60650,100
149.254.197.100,149.254.197.215,44068,100
149.254.197.100,149.254.197.137,21170,100
149.254.197.100,149.254.197.119,26184,100
149.254.197.100,149.254.197.202,13657,100
149.254.197.100,149.254.197.25,23332,100
149.254.197.100,149.254.197.20,39843,100
149.254.197.100,149.254.197.245,31186,100
149.254.197.100,149.254.197.123,48390,100
149.254.197.100,149.254.197.186,13097,100
149.254.197.100,149.254.197.233,29997,100
149.254.197.100,149.254.197.240,13114,100
149.254.197.100,149.254.197.169,49658,100
149.254.197.100,149.254.197.82,58345,100
149.254.197.100,149.254.197.82,42952,100
149.254.197.100,149.254.197.225,55136,100
149.254.197.100,149.254.197.5,52088,100
149.254.197.100,149.254.197.6,7593,100
149.254.197.100,149.254.197.167,19177,100
149.254.197.100,149.254.197.176,20211,100
149.254.197.100,149.254.197.9,64412,100
149.254.197.100,149.254.197.178,37054,100
149.254.197.100,149.254.197.152,1439,100
149.254.197.100,149.254.197.201,21907,100
149.254.197.100,149.254.197.77,34299,100
149.254.197.100,149.254.197.145,35356,100
149.254.197.100,149.254.197.122,7565,100
149.254.197.100,149.254.197.57,56856,100
149.254.197.100,149.254.197.205,50300,100
149.254.197.100,149.254.197.229,40504,100
149.254.197.100,149.254.197.195,54535,100
149.254.197.100,149.254.197.98,58464,100
149.254.197.100,149.254.197.77,3641,100
149.254.197.100,149.254.197.129,3414,100
149.254.197.100,149.254.197.150,54605,100
149.254.197.100,149.254.197.128,58722,100
149.254.197.100,149.254.197.88,48099,100
149.254.197.100,149.254.197.222,36970,100
149.254.197.100,149.254.197.35,57457,100
149.254.197.100,149.254.197.201,53508,100
149.254.197.100,149.254.197.100,46339,100
149.254.197.100,149.254.197.167,42424,100
149.254.197.100,149.254.197.3,54296,100
149.254.197.100,149.254.197.148,8809,100
149.254.197.100,149.254.197.21,16961,100
149.254.197.100,149.254.197.64,16905,100
149.254.197.100,149.254.197.87,11692,100
149.254.197.100,149.254.197.11,65013,100
149.254.197.100,149.254.197.85,7379,100
149.254.197.100,149.254.197.168,24932,100
149.254.197.100,149.254.197.3,50588,100
149.254.197.100,149.254.197.30,28033,100
149.254.197.100,149.254.197.196,22952,100
149.254.197.100,149.254.197.162,5546,100
149.254.197.100,149.254.197.191,13046,100
149.254.197.100,149.254.197.14,37115,100
149.254.197.100,149.254.197.78,22442,100
149.254.197.100,149.254.197.212,61364,100
149.254.197.100,149.254.197.47,39871,100
149.254.197.100,149.254.197.142,42994,100
149.254.197.100,149.254.197.134,56980,100
149.254.197.100,149.254.197.176,31779,100
149.254.197.100,149.254.197.18,17471,100
149.254.197.100,149.254.197.168,5099,100
149.254.197.100,149.254.197.176,39393,100
149.254.197.100,149.254.197.72,39138,100
149.254.197.100,149.254.197.238,19885,100
149.254.197.100,149.254.197.101,60904,100
149.254.197.100,149.254.197.249,39035,100
149.254.197.100,149.254.197.213,15257,100
149.254.197.100,149.254.197.201,17422,100
149.254.197.100,149.254.197.190,44965,100
149.254.197.100,149.254.197.58,38587,100
149.254.197.100,149.254.197.126,17303,100
149.254.197.100,149.254.197.148,58178,100
149.254.197.100,149.254.197.56,51508,100
149.254.197.100,149.254.197.171,29327,100
149.254.197.100,149.254.197.32,59103,100
149.254.197.100,149.254.197.103,25335,100
149.254.197.100,149.254.197.79,64174,100
149.254.197.100,149.254.197.20,10852,100
149.254.197.100,149.254.197.199,55124,100
149.254.197.100,149.254.197.162,48117,100
149.254.197.100,149.254.197.58,26405,100
149.254.197.100,149.254.197.99,2599,100
149.254.197.100,149.254.197.224,26633,100
149.254.197.100,149.254.197.221,46052,100
149.254.197.100,149.254.197.227,40206,100
149.254.197.100,149.254.197.210,10782,100
149.254.197.100,149.254.197.174,14369,100
149.254.197.100,149.254.197.255,2572,100
149.254.197.100,149.254.197.30,8485,100
149.254.197.100,149.254.197.221,26002,100
149.254.197.100,149.254.197.29,32475,100
149.254.197.100,149.254.197.24,59251,100
149.254.197.100,149.254.197.130,23619,100
149.254.197.100,149.254.197.215,64997,100
149.254.197.100,149.254.197.27,23828,100
149.254.197.100,149.254.197.13,8691,100
149.254.197.100,149.254.197.244,18206,100
149.254.197.100,149.254.197.84,54011,100
149.254.197.100,149.254.197.219,64338,100
149.254.197.100,149.254.197.9,35840,100
149.254.197.100,149.254.197.59,8461,100
149.254.197.100,149.254.197.187,61359,100
149.254.197.224,149.254.197.224,55948,100
149.254.197.36,149.254.197.224,34148,100
149.254.197.36,149.254.197.224,47918,100
149.254.197.36,149.254.197.224,35683,100
149.254.197.36,149.254.197.224,33228,100
149.254.197.36,149.254.197.224,18786,100
149.254.197.36,149.254.197.224,13835,100
149.254.197.36,149.254.197.224,59653,100
149.254.197.36,149.254.197.224,41010,100
149.254.197.36,149.254.197.224,25971,100
149.254.197.36,149.254.197.224,24113,100
149.254.197.36,149.254.197.224,8318,100
149.254.197.36,149.254.197.224,32190,100
149.254.197.36,149.254.197.224,14181,100
149.254.197.36,149.254.197.224,61552,100
149.254.197.36,149.254.197.224,44787,100
149.254.197.36,149.254.197.224,55948,100
149.254.197.36,149.254.197.224,23641,100
149.254.197.36,149.254.197.224,19530,100
149.254.197.36,149.254.197.224,38983,100
149.254.197.36,149.254.197.224,44948,100
149.254.197.36,149.254.197.224,41041,100
149.254.197.36,149.254.197.224,37687,100
149.254.197.36,149.254.197.224,65317,100
149.254.197.36,149.254.197.224,32484,100
149.254.197.36,149.254.197.224,24545,100
149.254.197.36,149.254.197.224,57760,100
149.254.197.36,149.254.197.224,59198,100
149.254.197.36,149.254.197.224,64455,100
149.254.197.36,149.254.197.224,42441,100
149.254.197.36,149.254.197.224,41367,100
149.254.197.36,149.254.197.224,27715,100
149.254.197.36,149.254.197.224,38245,100
149.254.197.36,149.254.197.224,55437,100
149.254.197.36,149.254.197.224,46937,100
149.254.197.36,149.254.197.224,28484,100
149.254.197.36,149.254.197.224,8819,100
149.254.197.36,149.254.197.224,5226,100
149.254.197.36,149.254.197.224,42453,100
149.254.197.36,149.254.197.224,63020,100
149.254.197.36,149.254.197.224,18469,100
149.254.197.36,149.254.197.224,50481,100
149.254.197.36,149.254.197.224,38197,100
149.254.197.36,149.254.197.224,49111,100
149.254.197.36,149.254.197.224,2972,100
149.254.197.36,149.254.197.224,15308,100
149.254.197.36,149.254.197.224,52490,100
149.254.197.36,149.254.197.224,64424,100
149.254.197.36,149.254.197.224,35678,100
149.254.197.36,149.254.197.75,3537,100
149.254.197.36,149.254.197.75,4547,100
149.254.197.36,149.254.197.75,56647,100
149.254.197.36,149.254.197.75,59407,100
149.254.197.36,149.254.197.75,49951,100
149.254.197.36,149.254.197.75,51273,100
149.254.197.36,149.254.197.75,49554,100
149.254.197.36,149.254.197.75,11512,100
149.254.197.36,149.254.197.75,14608,100
149.254.197.36,149.254.197.75,32172,100
149.254.197.36,149.254.197.75,41155,100
149.254.197.36,149.254.197.75,39108,100
149.254.197.36,149.254.197.75,35094,100
149.254.197.36,149.254.197.75,16535,100
149.254.197.36,149.254.197.75,22881,100
149.254.197.36,149.254.197.75,7375,100
149.254.197.36,149.254.197.75,30884,100
149.254.197.36,149.254.197.75,24354,100
149.254.197.36,149.254.197.75,47736,100
149.254.197.36,149.254.197.75,5079,100
149.254.197.36,149.254.197.75,42440,100
149.254.197.36,149.254.197.75,45625,100
149.254.197.36,149.254.197.75,35614,100
149.254.197.36,149.254.197.75,12415,100
149.254.197.36,149.254.197.75,45571,100
149.254.197.36,149.254.197.75,50261,100
149.254.197.36,149.254.197.75,13909,100
149.254.197.36,149.254.197.75,30210,100
149.254.197.36,149.254.197.75,25055,100
149.254.197.36,149.254.197.75,18461,100
149.254.197.36,149.254.197.75,34141,100
149.254.197.36,149.254.197.181,7312,100
149.254.197.36,149.254.197.181,58553,100
149.254.197.36,149.254.197.181,51050,100
149.254.197.36,149.254.197.181,12104,100
149.254.197.36,149.254.197.181,54017,100
149.254.197.36,149.254.197.181,6293,100
149.254.197.36,149.254.197.181,61934,100
149.254.197.36,149.254.197.181,30816,100
149.254.197.36,149.254.197.181,18715,100
149.254.197.36,149.254.197.200,1737,100
149.254.197.36,149.254.197.200,36128,100
149.254.197.36,149.254.197.200,12934,100
149.254.197.36,149.254.197.200,56710,100
149.254.197.36,149.254.197.200,12600,100
149.254.197.36,149.254.197.200,24803,100
149.254.197.36,149.254.197.200,50182,100
149.254.197.36,149.254.197.200,5577,100
149.254.197.36,149.254.197.200,33053,100
149.254.197.36,149.254.197.200,41225,100
149.254.197.36,149.254.197.200,14148,100
149.254.197.36,149.254.197.200,42387,100
149.254.197.36,120.130.163.41,31171,100
149.254.197.36,120.130.163.41,2016,100
149.254.197.36,120.130.163.41,36733,100
149.254.197.36,120.130.163.41,42059,100
149.254.197.36,120.130.163.41,22276,100
149.254.197.36,120.130.163.41,30156,100
149.254.197.36,120.130.163.41,23967,100
149.254.197.36,120.130.163.41,1680,100
149.254.197.36,120.130.163.41,4063,100
149.254.197.36,120.130.163.41,38984,100
149.254.197.36,120.130.163.41,46645,100
149.254.197.36,120.130.163.41,6592,100
149.254.197.36,120.130.163.41,16862,100
149.254.197.36,120.130.163.41,2871,100
149.254.197.36,120.130.163.41,34590,100
149.254.197.36,120.130.163.41,45494,100
149.254.197.36,120.130.163.41,59802,100
149.254.197.36,120.130.163.41,2510,100
149.254.197.36,120.130.163.41,21932,100
149.254.197.36,120.130.163.41,42639,100
149.254.197.36,120.130.163.61,5189,100
149.254.197.36,120.130.163.61,34269,100
149.254.197.36,120.130.163.61,28608,100
149.254.197.36,120.130.163.61,41668,100
149.254.197.36,120.130.163.61,4308,100
149.254.197.36,120.130.163.61,19235,100
149.254.197.36,120.130.163.61,42934,100
149.254.197.36,120.130.163.61,6056,100
149.254.197.36,120.130.163.61,21510,100
149.254.197.36,120.130.163.61,16797,100
149.254.197.36,120.130.163.61,44650,100
149.254.197.36,120.130.163.54,52426,100
149.254.197.36,120.130.163.54,53829,100
149.254.197.36,120.130.163.54,6722,100
149.254.197.36,120.130.163.54,60475,100
149.254.197.36,120.130.163.54,15517,100
149.254.197.36,120.130.163.54,11444,100
149.254.197.36,120.130.163.54,34434,100
149.254.197.36,120.130.163.54,39080,100
149.254.197.36,120.130.163.54,55488,100
149.254.197.36,120.130.163.54,44904,100
149.254.197.36,120.130.163.54,29331,100
149.254.197.36,120.130.163.54,16744,100
149.254.197.36,120.130.163.54,3501,100
149.254.197.36,120.130.163.54,62039,100
149.254.197.36,120.130.163.54,40181,100
149.254.197.36,120.130.163.54,59605,100
149.254.197.36,120.130.163.54,47123,100
149.254.197.36,120.130.163.54,55527,100
149.254.197.36,120.130.163.54,63446,100
149.254.197.36,120.130.163.54,3009,100
149.254.197.36,120.130.163.54,34699,100
149.254.197.36,120.130.163.54,7424,100
149.254.197.36,120.130.163.54,54588,100
149.254.197.36,120.130.163.54,44251,100
149.254.197.36,120.130.163.54,34208,100
149.254.197.36,120.130.163.54,55191,100
149.254.197.36,120.130.163.54,19052,100
149.254.197.36,120.130.163.54,64210,100
149.254.197.36,120.130.163.232,44642,100
149.254.197.36,120.130.163.232,53198,100
149.254.197.36,120.130.163.232,39157,100
149.254.197.36,120.130.163.232,55698,100
149.254.197.36,120.130.163.232,54463,100
149.254.197.36,120.130.163.232,35653,100
149.254.197.36,120.130.163.232,1464,100
149.254.197.36,120.130.163.232,61700,100
149.254.197.36,120.130.163.232,21583,100
149.254.197.36,120.130.163.232,17246,100
149.254.197.36,120.130.163.232,15640,100
149.254.197.36,120.130.163.232,56432,100
149.254.197.36,120.130.163.232,51370,100
149.254.197.36,120.130.163.232,7619,100
149.254.197.36,120.130.163.232,36463,100
149.254.197.36,120.130.163.232,11564,100
149.254.197.36,120.130.163.232,10232,100
149.254.197.36,120.130.163.232,11785,100
149.254.197.36,120.130.163.232,37370,100
149.254.197.36,120.130.163.232,48828,100
149.254.197.36,120.130.163.47,28521,100
149.254.197.36,120.130.163.47,16021,100
149.254.197.36,120.130.163.47,32664,100
149.254.197.36,120.130.163.47,7007,100
149.254.197.36,120.130.163.47,4475,100
149.254.197.36,120.130.163.47,30882,100
149.254.197.36,120.130.163.47,30409,100
149.254.197.36,120.130.163.24,17415,100
149.254.197.36,120.130.163.24,28918,100
149.254.197.36,120.130.163.24,43707,100
149.254.197.36,120.130.163.24,14051,100
149.254.197.36,120.130.163.24,26604,100
149.254.197.36,120.130.163.24,49696,100
149.254.197.36,120.130.163.24,65524,100
149.254.197.36,120.130.163.24,49216,100
149.254.197.36,120.130.163.24,15756,100
149.254.197.36,120.130.163.24,44689,100
149.254.197.36,120.130.163.24,16254,100
149.254.197.36,120.130.163.24,6085,100
149.254.197.36,120.130.163.24,48433,100
149.254.197.36,120.130.163.246,35122,100
149.254.197.36,120.130.163.246,10164,100
149.254.197.36,120.130.163.246,19524,100
149.254.197.36,120.130.163.246,4550,100
149.254.197.36,120.130.163.246,27073,100
149.254.197.36,120.130.163.246,13974,100
149.254.197.36,120.130.163.246,51142,100
149.254.197.36,120.130.163.246,58043,100
149.254.197.36,120.130.163.246,26339,100
149.254.197.36,120.130.163.38,45451,100
149.254.197.36,120.130.163.48,53797,100
149.254.197.36,120.130.163.48,53085,100
149.254.197.36,120.130.163.69,30121,100
149.254.197.36,120.130.163.69,4091,100
149.254.197.36,120.130.163.18,37782,100
149.254.197.36,120.130.163.18,2239,100
149.254.197.36,120.130.163.14,28731,100
149.254.197.36,120.130.163.91,52010,100
149.254.197.36,120.130.163.91,17256,100
149.254.197.36,120.130.163.91,19221,100
149.254.197.36,120.130.163.91,38770,100
149.254.197.36,120.130.163.91,2407,100
149.254.197.36,120.130.163.91,42658,100
149.254.197.36,120.130.163.91,1247,100
149.254.197.36,120.130.163.91,15993,100
149.254.197.36,120.130.163.91,11083,100
149.254.197.36,120.130.163.91,3492,100
149.254.197.36,120.130.163.91,62018,100
149.254.197.36,120.130.163.91,29152,100
149.254.197.36,120.130.163.91,33039,100
149.254.197.36,120.130.163.91,37803,100
149.254.197.36,120.130.163.91,50096,100
149.254.197.36,120.130.163.91,20628,100
149.254.197.36,120.130.163.91,21116,100
149.254.197.36,120.130.163.91,61947,100
149.254.197.36,120.130.163.91,13050,100
149.254.197.36,120.130.163.91,45460,100
149.254.197.36,120.130.163.207,11738,100
149.254.197.36,120.130.163.207,46041,100
149.254.197.36,120.130.163.207,62812,100
149.254.197.36,120.130.163.207,44044,100
149.254.197.36,120.130.163.207,64597,100
149.254.197.36,120.130.163.207,16734,100
149.254.197.36,120.130.163.207,48434,100
149.254.197.36,120.130.163.207,28973,100
149.254.197.36,120.130.163.207,62076,100
149.254.197.36,120.130.163.207,13462,100
149.254.197.36,120.130.163.207,9085,100
149.254.197.36,120.130.163.207,42145,100
149.254.197.36,120.130.163.207,39585,100
149.254.197.36,120.130.163.207,48082,100
149.254.197.36,120.130.163.207,40473,100
149.254.197.36,120.130.163.207,6358,100
149.254.197.36,120.130.163.207,59245,100
149.254.197.36,120.130.163.222,45638,100
149.254.197.36,120.130.163.222,48959,100
149.254.197.36,120.130.163.222,57722,100
149.254.197.36,120.130.163.222,33998,100
149.254.197.36,120.130.163.222,7366,100
149.254.197.36,120.130.163.222,42858,100
149.254.197.36,120.130.163.222,48557,100
149.254.197.36,120.130.163.222,2421,100
149.254.197.36,120.130.163.222,3594,100
149.254.197.36,120.130.163.4,25550,100
149.254.197.36,120.130.163.4,44603,100
149.254.197.36,120.130.163.4,13323,100
149.254.197.36,120.130.163.4,36178,100
149.254.197.36,120.130.163.4,13998,100
149.254.197.36,120.130.163.4,37522,100
149.254.197.36,120.130.163.4,20031,100
149.254.197.36,120.130.163.4,49868,100
149.254.197.36,120.130.163.4,23751,100
149.254.197.36,120.130.163.4,2389,100
149.254.197.36,120.130.163.146,26759,100
149.254.197.36,120.130.163.146,45583,100
149.254.197.36,120.130.163.146,41052,100
149.254.197.36,120.130.163.146,6252,100
149.254.197.36,120.130.163.146,18379,100
149.254.197.36,120.130.163.146,5042,100
149.254.197.36,120.130.163.146,6567,100
149.254.197.36,120.130.163.146,48344,100
149.254.197.36,120.130.163.146,27787,100
149.254.197.36,120.130.163.146,32391,100
149.254.197.36,120.130.163.146,39821,100
149.254.197.36,120.130.163.146,48802,100
149.254.197.36,120.130.163.146,38550,100
149.254.197.36,120.130.163.146,2201,100
149.254.197.36,120.130.163.65,50028,100
149.254.197.36,120.130.163.65,59243,100
149.254.197.36,120.130.163.65,59608,100
149.254.197.36,120.130.163.65,44333,100
149.254.197.36,120.130.163.65,20354,100
149.254.197.36,120.130.163.65,35508,100
149.254.197.36,120.130.163.65,50010,100
149.254.197.36,120.130.163.65,25008,100
149.254.197.36,120.130.163.65,10721,100
149.254.197.36,120.130.163.65,7149,100
149.254.197.36,120.130.163.65,63969,100
149.254.197.36,120.130.163.211,39614,100
149.254.197.36,120.130.163.0,3835,100
149.254.197.36,120.130.163.0,26311,100
149.254.197.36,120.130.163.0,2075,100
149.254.197.36,120.130.163.220,30331,100
149.254.197.36,120.130.163.108,12854,100
149.254.197.36,120.130.163.238,52810,100
149.254.197.36,120.130.163.238,45392,100
149.254.197.36,120.130.163.217,57626,100
149.254.197.36,120.130.163.71,23019,100
149.254.197.36,120.130.163.82,37036,100
149.254.197.36,120.130.163.187,47885,100
149.254.197.36,120.130.163.187,8311,100
149.254.197.36,120.130.163.237,35771,100
149.254.197.36,120.130.163.237,36388,100
149.254.197.36,120.130.163.49,46084,100
149.254.197.36,120.130.163.199,18280,100
149.254.197.36,120.130.163.116,54702,100
149.254.197.36,120.130.163.246,6157,100
149.254.197.36,120.130.163.120,47019,100
149.254.197.36,120.130.163.120,17808,100
149.254.197.36,120.130.163.12,17534,100
149.254.197.36,120.130.163.214,37285,100
149.254.197.36,120.130.163.214,49677,100
149.254.197.36,120.130.163.214,24134,100
149.254.197.36,120.130.163.214,61279,100
149.254.197.36,120.130.163.214,55522,100
149.254.197.36,120.130.163.214,34682,100
149.254.197.36,120.130.163.214,65140,100
149.254.197.36,120.130.163.214,19352,100
149.254.197.36,120.130.163.214,13723,100
149.254.197.36,120.130.163.214,18482,100
149.254.197.36,120.130.163.214,53957,100
149.254.197.36,120.130.163.214,63686,100
149.254.197.36,120.130.163.214,53183,100
149.254.197.36,120.130.163.214,55623,100
149.254.197.36,120.130.163.214,29835,100
149.254.197.36,120.130.163.214,20974,100
149.254.197.36,120.130.163.214,26573,100
149.254.197.36,120.130.163.214,50893,100
149.254.197.36,120.130.163.214,2378,100
149.254.197.36,120.130.163.214,7781,100
149.254.197.36,120.130.163.214,17135,100
149.254.197.36,120.130.163.214,22216,100
149.254.197.36,120.130.163.214,8387,100
149.254.197.36,120.130.163.214,45686,100
149.254.197.36,120.130.163.214,46521,100
149.254.197.36,120.130.163.214,27933,100
149.254.197.36,120.130.163.214,44827,100
149.254.197.36,120.130.163.98,34951,100
149.254.197.36,120.130.163.98,47819,100
149.254.197.36,120.130.163.98,51583,100
149.254.197.36,120.130.163.98,53273,100
149.254.197.36,120.130.163.98,22129,100
149.254.197.36,120.130.163.98,36247,100
149.254.197.36,120.130.163.98,44894,100
149.254.197.36,120.130.163.98,12880,100
149.254.197.36,120.130.163.98,51883,100
149.254.197.36,120.130.163.98,2412,100
149.254.197.36,120.130.163.98,12080,100
149.254.197.36,120.130.163.98,30317,100
149.254.197.36,120.130.163.98,31589,100
149.254.197.36,120.130.163.98,45814,100
149.254.197.36,120.130.163.99,40699,100
149.254.197.36,120.130.163.99,23079,100
149.254.197.36,120.130.163.129,17534,100
